ligne,station,ordre,correspondance,station_norm,station_key,main_line,affluence_score
RER A 1,Cergy le Haut,1,,cergy le haut,cergy le haut,RER A,0.20920706406000006
RER A 1,Cergy Saint-Christophe,2,,cergy saint christophe,cergy saint christophe,RER A,0.23245229340000007
RER A 1,Cergy Préfecture,3,,cergy prefecture,cergy prefecture,RER A,0.25828032600000006
RER A 1,Neuville Université,4,,neuville universite,neuville universite,RER A,0.28697814000000005
RER A 1,Conflans Fin d’Oise,5,,conflans fin d'oise,conflans fin d'oise,RER A,0.31886460000000005
RER A 1,Achères Ville,6,,acheres ville,acheres ville,RER A,0.35429400000000005
RER A 1,Maisons Laffitte,7,,maisons laffitte,maisons laffitte,RER A,0.39366000000000007
RER A 1,Sartrouville,8,,sartrouville,sartrouville,RER A,0.43740000000000007
RER A 1,Houilles Carrières sur Seine,9,,houilles carrieres sur seine,houilles carrieres sur seine,RER A,0.48600000000000004
RER A 1,Nanterre – Préfecture,10,,nanterre prefecture,nanterre prefecture,RER A,0.54
RER A 1,La Défense Grande Arche,11,METRO 1,la defense grande arche,grande arche de la defense,RER A,0.6
RER A 1,Charles de Gaulle – Étoile,12,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,arc de triomphe,RER A,0.7
RER A 1,Auber,13,"METRO 3, METRO 7, METRO 8, METRO 9, RER E",auber,auber,RER A,0.63
RER A 1,Châtelet – Les Halles,14,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,RER A,0.95
RER A 1,Paris-Gare de Lyon,15,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,RER A,0.98
RER A 1,Nation,16,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,RER A,0.82
RER A 1,Vincennes,17,,vincennes,bois de vincennes,RER A,0.6
RER A 1,Fontenay sous Bois,18,,fontenay sous bois,val de fontenay,RER A,0.6
RER A 1,Nogent sur Marne,19,,nogent sur marne,nogent sur marne,RER A,0.54
RER A 1,Joinville le Pont,20,,joinville le pont,joinville le pont,RER A,0.48600000000000004
RER A 1,Saint-Maur – Créteil,21,,saint maur creteil,saint maur creteil,RER A,0.43740000000000007
RER A 1,Le Parc de Saint-Maur,22,,le parc de saint maur,le parc de saint maur,RER A,0.39366000000000007
RER A 1,Champigny,23,,champigny,champigny,RER A,0.35429400000000005
RER A 1,La varenne Chennevières,24,,la varenne chennevieres,la varenne chennevieres,RER A,0.31886460000000005
RER A 1,Sucy Bonneuil,25,,sucy bonneuil,sucy bonneuil,RER A,0.28697814000000005
RER A 1,Boissy Saint Léger,26,,boissy saint leger,boissy saint leger,RER A,0.25828032600000006
RER A 2,Poissy,1,,poissy,poissy,RER A,0.31886460000000005
RER A 2,Achères Grand Cormier,2,,acheres grand cormier,acheres grand cormier,RER A,0.35429400000000005
RER A 2,Maisons Laffitte,3,,maisons laffitte,maisons laffitte,RER A,0.39366000000000007
RER A 2,Sartrouville,4,,sartrouville,sartrouville,RER A,0.43740000000000007
RER A 2,Houilles Carrières sur Seine,5,,houilles carrieres sur seine,houilles carrieres sur seine,RER A,0.48600000000000004
RER A 2,Nanterre – Préfecture,6,,nanterre prefecture,nanterre prefecture,RER A,0.54
RER A 2,La Défense Grande Arche,7,METRO 1,la defense grande arche,grande arche de la defense,RER A,0.6
RER A 2,Charles de Gaulle – Étoile,8,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,arc de triomphe,RER A,0.7
RER A 2,Auber,9,"METRO 3, METRO 7, METRO 8, METRO 9, RER E",auber,auber,RER A,0.63
RER A 2,Châtelet – Les Halles,10,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,RER A,0.95
RER A 2,Paris-Gare de Lyon,11,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,RER A,0.98
RER A 2,Nation,12,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,RER A,0.82
RER A 2,Vincennes,13,,vincennes,bois de vincennes,RER A,0.6
RER A 2,Fontenay sous Bois,14,,fontenay sous bois,val de fontenay,RER A,0.6
RER A 2,Nogent sur Marne,15,,nogent sur marne,nogent sur marne,RER A,0.54
RER A 2,Joinville le Pont,16,,joinville le pont,joinville le pont,RER A,0.48600000000000004
RER A 2,Saint-Maur – Créteil,17,,saint maur creteil,saint maur creteil,RER A,0.43740000000000007
RER A 2,Le Parc de Saint-Maur,18,,le parc de saint maur,le parc de saint maur,RER A,0.39366000000000007
RER A 2,Champigny,19,,champigny,champigny,RER A,0.35429400000000005
RER A 2,La varenne Chennevières,20,,la varenne chennevieres,la varenne chennevieres,RER A,0.31886460000000005
RER A 2,Sucy Bonneuil,21,,sucy bonneuil,sucy bonneuil,RER A,0.28697814000000005
RER A 2,Boissy Saint Léger,22,,boissy saint leger,boissy saint leger,RER A,0.25828032600000006
RER A 3,Saint Germain en Laye,1,,saint germain en laye,saint germain en laye,RER A,0.25828032600000006
RER A 3,Le Vésinet – Le Pecq,2,,le vesinet le pecq,le vesinet le pecq,RER A,0.28697814000000005
RER A 3,Le Vésinet – Centre,3,,le vesinet centre,le vesinet centre,RER A,0.31886460000000005
RER A 3,Chatou-Croissy,4,,chatou croissy,chatou croissy,RER A,0.35429400000000005
RER A 3,Rueil Malmaison,5,,rueil malmaison,rueil malmaison,RER A,0.39366000000000007
RER A 3,Nanterre Ville,6,,nanterre ville,nanterre ville,RER A,0.43740000000000007
RER A 3,Nanterre Université,7,,nanterre universite,nanterre universite,RER A,0.48600000000000004
RER A 3,Nanterre – Préfecture,8,,nanterre prefecture,nanterre prefecture,RER A,0.54
RER A 3,La Défense Grande Arche,9,METRO 1,la defense grande arche,grande arche de la defense,RER A,0.6
RER A 3,Charles de Gaulle – Étoile,10,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,arc de triomphe,RER A,0.7
RER A 3,Auber,11,"METRO 3, METRO 7, METRO 8, METRO 9, RER E",auber,auber,RER A,0.63
RER A 3,Châtelet – Les Halles,12,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,RER A,0.95
RER A 3,Paris-Gare de Lyon,13,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,RER A,0.98
RER A 3,Nation,14,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,RER A,0.82
RER A 3,Vincennes,15,,vincennes,bois de vincennes,RER A,0.6
RER A 3,Fontenay sous Bois,16,,fontenay sous bois,val de fontenay,RER A,0.6
RER A 3,Nogent sur Marne,17,,nogent sur marne,nogent sur marne,RER A,0.54
RER A 3,Joinville le Pont,18,,joinville le pont,joinville le pont,RER A,0.48600000000000004
RER A 3,Saint-Maur – Créteil,19,,saint maur creteil,saint maur creteil,RER A,0.43740000000000007
RER A 3,Le Parc de Saint-Maur,20,,le parc de saint maur,le parc de saint maur,RER A,0.39366000000000007
RER A 3,Champigny,21,,champigny,champigny,RER A,0.35429400000000005
RER A 3,La varenne Chennevières,22,,la varenne chennevieres,la varenne chennevieres,RER A,0.31886460000000005
RER A 3,Sucy Bonneuil,23,,sucy bonneuil,sucy bonneuil,RER A,0.28697814000000005
RER A 3,Boissy Saint Léger,24,,boissy saint leger,boissy saint leger,RER A,0.25828032600000006
RER A 4,Cergy le Haut,1,,cergy le haut,cergy le haut,RER A,0.20920706406000006
RER A 4,Cergy Saint-Christophe,2,,cergy saint christophe,cergy saint christophe,RER A,0.23245229340000007
RER A 4,Cergy Préfecture,3,,cergy prefecture,cergy prefecture,RER A,0.25828032600000006
RER A 4,Neuville Université,4,,neuville universite,neuville universite,RER A,0.28697814000000005
RER A 4,Conflans Fin d’Oise,5,,conflans fin d'oise,conflans fin d'oise,RER A,0.31886460000000005
RER A 4,Achères Ville,6,,acheres ville,acheres ville,RER A,0.35429400000000005
RER A 4,Maisons Laffitte,7,,maisons laffitte,maisons laffitte,RER A,0.39366000000000007
RER A 4,Sartrouville,8,,sartrouville,sartrouville,RER A,0.43740000000000007
RER A 4,Houilles Carrières sur Seine,9,,houilles carrieres sur seine,houilles carrieres sur seine,RER A,0.48600000000000004
RER A 4,Nanterre – Préfecture,10,,nanterre prefecture,nanterre prefecture,RER A,0.54
RER A 4,La Défense Grande Arche,11,METRO 1,la defense grande arche,grande arche de la defense,RER A,0.6
RER A 4,Charles de Gaulle – Étoile,12,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,arc de triomphe,RER A,0.7
RER A 4,Auber,13,"METRO 3, METRO 7, METRO 8, METRO 9, RER E",auber,auber,RER A,0.63
RER A 4,Châtelet – Les Halles,14,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,RER A,0.95
RER A 4,Paris-Gare de Lyon,15,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,RER A,0.98
RER A 4,Nation,16,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,RER A,0.82
RER A 4,Vincennes,17,,vincennes,bois de vincennes,RER A,0.6
RER A 4,Val de Fontenay,18,RER E,val de fontenay,val de fontenay,RER A,0.6
RER A 4,Neuilly Plaisance,19,,neuilly plaisance,neuilly plaisance,RER A,0.54
RER A 4,Bry sur Marne,20,,bry sur marne,bry sur marne,RER A,0.48600000000000004
RER A 4,Noisy le Grand Mont d’Est,21,,noisy le grand mont d'est,noisy le grand mont d'est,RER A,0.43740000000000007
RER A 4,Noisy Champs,22,,noisy champs,noisy champs,RER A,0.39366000000000007
RER A 4,Noisiel,23,,noisiel,noisiel,RER A,0.35429400000000005
RER A 4,Lognes,24,,lognes,lognes,RER A,0.31886460000000005
RER A 4,Torcy,25,,torcy,torcy,RER A,0.28697814000000005
RER A 4,Bussy Saint-Georges,26,,bussy saint georges,bussy saint georges,RER A,0.25828032600000006
RER A 4,Serris-Montévrain – Val d’Europe,27,,serris montevrain val d'europe,serris montevrain val d'europe,RER A,0.23245229340000007
RER A 4,Marne la Vallée Chessy – Parc Disneyland,28,,marne la vallee chessy parc disneyland,marne la vallee chessy parc disneyland,RER A,0.20920706406000006
RER A 5,Poissy,1,,poissy,poissy,RER A,0.31886460000000005
RER A 5,Achères Grand Cormier,2,,acheres grand cormier,acheres grand cormier,RER A,0.35429400000000005
RER A 5,Maisons Laffitte,3,,maisons laffitte,maisons laffitte,RER A,0.39366000000000007
RER A 5,Sartrouville,4,,sartrouville,sartrouville,RER A,0.43740000000000007
RER A 5,Houilles Carrières sur Seine,5,,houilles carrieres sur seine,houilles carrieres sur seine,RER A,0.48600000000000004
RER A 5,Nanterre – Préfecture,6,,nanterre prefecture,nanterre prefecture,RER A,0.54
RER A 5,La Défense Grande Arche,7,METRO 1,la defense grande arche,grande arche de la defense,RER A,0.6
RER A 5,Charles de Gaulle – Étoile,8,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,arc de triomphe,RER A,0.7
RER A 5,Auber,9,"METRO 3, METRO 7, METRO 8, METRO 9, RER E",auber,auber,RER A,0.63
RER A 5,Châtelet – Les Halles,10,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,RER A,0.95
RER A 5,Paris-Gare de Lyon,11,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,RER A,0.98
RER A 5,Nation,12,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,RER A,0.82
RER A 5,Vincennes,13,,vincennes,bois de vincennes,RER A,0.6
RER A 5,Val de Fontenay,14,RER E,val de fontenay,val de fontenay,RER A,0.6
RER A 5,Neuilly Plaisance,15,,neuilly plaisance,neuilly plaisance,RER A,0.54
RER A 5,Bry sur Marne,16,,bry sur marne,bry sur marne,RER A,0.48600000000000004
RER A 5,Noisy le Grand Mont d’Est,17,,noisy le grand mont d'est,noisy le grand mont d'est,RER A,0.43740000000000007
RER A 5,Noisy Champs,18,,noisy champs,noisy champs,RER A,0.39366000000000007
RER A 5,Noisiel,19,,noisiel,noisiel,RER A,0.35429400000000005
RER A 5,Lognes,20,,lognes,lognes,RER A,0.31886460000000005
RER A 5,Torcy,21,,torcy,torcy,RER A,0.28697814000000005
RER A 5,Bussy Saint-Georges,22,,bussy saint georges,bussy saint georges,RER A,0.25828032600000006
RER A 5,Serris-Montévrain – Val d’Europe,23,,serris montevrain val d'europe,serris montevrain val d'europe,RER A,0.23245229340000007
RER A 5,Marne la Vallée Chessy – Parc Disneyland,24,,marne la vallee chessy parc disneyland,marne la vallee chessy parc disneyland,RER A,0.20920706406000006
RER A 6,Saint Germain en Laye,1,,saint germain en laye,saint germain en laye,RER A,0.25828032600000006
RER A 6,Le Vésinet – Le Pecq,2,,le vesinet le pecq,le vesinet le pecq,RER A,0.28697814000000005
RER A 6,Le Vésinet – Centre,3,,le vesinet centre,le vesinet centre,RER A,0.31886460000000005
RER A 6,Chatou-Croissy,4,,chatou croissy,chatou croissy,RER A,0.35429400000000005
RER A 6,Rueil Malmaison,5,,rueil malmaison,rueil malmaison,RER A,0.39366000000000007
RER A 6,Nanterre Ville,6,,nanterre ville,nanterre ville,RER A,0.43740000000000007
RER A 6,Nanterre Université,7,,nanterre universite,nanterre universite,RER A,0.48600000000000004
RER A 6,Nanterre – Préfecture,8,,nanterre prefecture,nanterre prefecture,RER A,0.54
RER A 6,La Défense Grande Arche,9,METRO 1,la defense grande arche,grande arche de la defense,RER A,0.6
RER A 6,Charles de Gaulle – Étoile,10,"METRO 1, METRO 2, METRO 6",charles de gaulle etoile,arc de triomphe,RER A,0.7
RER A 6,Auber,11,"METRO 3, METRO 7, METRO 8, METRO 9, RER E",auber,auber,RER A,0.63
RER A 6,Châtelet – Les Halles,12,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER B, RER D",chatelet les halles,chatelet,RER A,0.95
RER A 6,Paris-Gare de Lyon,13,"METRO 1, METRO 14, RER D",paris gare de lyon,gare de lyon,RER A,0.98
RER A 6,Nation,14,"METRO 1, METRO 2, METRO 6, METRO 9",nation,nation,RER A,0.82
RER A 6,Vincennes,15,,vincennes,bois de vincennes,RER A,0.6
RER A 6,Val de Fontenay,16,RER E,val de fontenay,val de fontenay,RER A,0.6
RER A 6,Neuilly Plaisance,17,,neuilly plaisance,neuilly plaisance,RER A,0.54
RER A 6,Bry sur Marne,18,,bry sur marne,bry sur marne,RER A,0.48600000000000004
RER A 6,Noisy le Grand Mont d’Est,19,,noisy le grand mont d'est,noisy le grand mont d'est,RER A,0.43740000000000007
RER A 6,Noisy Champs,20,,noisy champs,noisy champs,RER A,0.39366000000000007
RER A 6,Noisiel,21,,noisiel,noisiel,RER A,0.35429400000000005
RER A 6,Lognes,22,,lognes,lognes,RER A,0.31886460000000005
RER A 6,Torcy,23,,torcy,torcy,RER A,0.28697814000000005
RER A 6,Bussy Saint-Georges,24,,bussy saint georges,bussy saint georges,RER A,0.25828032600000006
RER A 6,Serris-Montévrain – Val d’Europe,25,,serris montevrain val d'europe,serris montevrain val d'europe,RER A,0.23245229340000007
RER A 6,Marne la Vallée Chessy – Parc Disneyland,26,,marne la vallee chessy parc disneyland,marne la vallee chessy parc disneyland,RER A,0.20920706406000006
RER B 1,Aéroport Charles de Gaulle 2 TGV,1,,aeroport charles de gaulle 2 tgv,aeroport charles de gaulle 2 tgv,RER B,0.31381059609000017
RER B 1,Aéroport Charles de Gaulle 1,2,,aeroport charles de gaulle 1,aeroport charles de gaulle 1,RER B,0.34867844010000015
RER B 1,Parc des Expositions,3,,parc des expositions,parc des expositions,RER B,0.38742048900000015
RER B 1,Villepinte,4,,villepinte,villepinte,RER B,0.43046721000000016
RER B 1,Sevran Beaudottes,5,,sevran beaudottes,sevran beaudottes,RER B,0.47829690000000014
RER B 1,Aulnay-sous-Bois,6,,aulnay sous bois,aulnay sous bois,RER B,0.5314410000000002
RER B 1,Le Blanc-Mesnil,7,,le blanc mesnil,le blanc mesnil,RER B,0.5904900000000002
RER B 1,Drancy,8,,drancy,drancy,RER B,0.6561000000000001
RER B 1,Le Bourget,9,,le bourget,le bourget,RER B,0.7290000000000001
RER B 1,La Courneuve - Aubervilliers,10,,la courneuve aubervilliers,la courneuve aubervilliers,RER B,0.81
RER B 1,La Plaine - Stade de France,11,,la plaine stade de france,la plaine stade de france,RER B,0.9
RER B 1,Gare du Nord,12,"RER D, RER E, Métro 2, Métro 4, Métro 5",gare du nord,gare du nord,RER B,1.0
RER B 1,Châtelet - Les Halles,13,"RER A, RER D, Métro 1, Métro 4, Métro 7, Métro 11, Métro 14",chatelet les halles,chatelet,RER B,0.95
RER B 1,Saint-Michel - Notre-Dame,14,"RER C, Métro 10",saint michel notre dame,saint michel,RER B,0.5850000000000001
RER B 1,Luxembourg,15,,luxembourg,jardin du luxembourg,RER B,0.5265000000000001
RER B 1,Port-Royal,16,,port royal,port royal,RER B,0.4738500000000001
RER B 1,Denfert-Rochereau,17,"Métro 4, Métro 6",denfert rochereau,denfert rochereau,RER B,0.5850000000000001
RER B 1,Cité Universitaire,18,,cite universitaire,cite universitaire,RER B,0.5265000000000001
RER B 1,Gentilly,19,,gentilly,gentilly,RER B,0.4738500000000001
RER B 1,Laplace,20,,laplace,laplace,RER B,0.4264650000000001
RER B 1,Arcueil - Cachan,21,,arcueil cachan,arcueil cachan,RER B,0.3838185000000001
RER B 1,Bagneux,22,,bagneux,bagneux,RER B,0.3454366500000001
RER B 1,Bourg-la-Reine,23,,bourg la reine,bourg la reine,RER B,0.3108929850000001
RER B 1,Sceaux,24,,sceaux,sceaux,RER B,0.2798036865000001
RER B 1,Fontenay-aux-Roses,25,,fontenay aux roses,fontenay aux roses,RER B,0.2518233178500001
RER B 1,Robinson,26,,robinson,robinson,RER B,0.2266409860650001
RER B 2,Mitry - Claye,1,,mitry claye,mitry claye,RER B,0.34867844010000015
RER B 2,Villeparisis - Mitry-le-Neuf,2,,villeparisis mitry le neuf,villeparisis mitry le neuf,RER B,0.38742048900000015
RER B 2,Vert-Galant,3,,vert galant,vert galant,RER B,0.43046721000000016
RER B 2,Sevran - Livry,4,,sevran livry,sevran livry,RER B,0.47829690000000014
RER B 2,Aulnay-sous-Bois,5,,aulnay sous bois,aulnay sous bois,RER B,0.5314410000000002
RER B 2,Le Blanc-Mesnil,6,,le blanc mesnil,le blanc mesnil,RER B,0.5904900000000002
RER B 2,Drancy,7,,drancy,drancy,RER B,0.6561000000000001
RER B 2,Le Bourget,8,,le bourget,le bourget,RER B,0.7290000000000001
RER B 2,La Courneuve - Aubervilliers,9,,la courneuve aubervilliers,la courneuve aubervilliers,RER B,0.81
RER B 2,La Plaine - Stade de France,10,,la plaine stade de france,la plaine stade de france,RER B,0.9
RER B 2,Gare du Nord,11,"RER D, RER E, Métro 2, Métro 4, Métro 5",gare du nord,gare du nord,RER B,1.0
RER B 2,Châtelet - Les Halles,12,"RER A, RER D, Métro 1, Métro 4, Métro 7, Métro 11, Métro 14",chatelet les halles,chatelet,RER B,0.95
RER B 2,Saint-Michel - Notre-Dame,13,"RER C, Métro 10",saint michel notre dame,saint michel,RER B,0.5850000000000001
RER B 2,Luxembourg,14,,luxembourg,jardin du luxembourg,RER B,0.5265000000000001
RER B 2,Port-Royal,15,,port royal,port royal,RER B,0.4738500000000001
RER B 2,Denfert-Rochereau,16,"Métro 4, Métro 6",denfert rochereau,denfert rochereau,RER B,0.5850000000000001
RER B 2,Cité Universitaire,17,,cite universitaire,cite universitaire,RER B,0.5265000000000001
RER B 2,Gentilly,18,,gentilly,gentilly,RER B,0.4738500000000001
RER B 2,Laplace,19,,laplace,laplace,RER B,0.4264650000000001
RER B 2,Arcueil - Cachan,20,,arcueil cachan,arcueil cachan,RER B,0.3838185000000001
RER B 2,Bagneux,21,,bagneux,bagneux,RER B,0.3454366500000001
RER B 2,Bourg-la-Reine,22,,bourg la reine,bourg la reine,RER B,0.3108929850000001
RER B 2,Sceaux,23,,sceaux,sceaux,RER B,0.2798036865000001
RER B 2,Fontenay-aux-Roses,24,,fontenay aux roses,fontenay aux roses,RER B,0.2518233178500001
RER B 2,Robinson,25,,robinson,robinson,RER B,0.2266409860650001
RER B 3,Aéroport Charles de Gaulle 2 TGV,1,,aeroport charles de gaulle 2 tgv,aeroport charles de gaulle 2 tgv,RER B,0.31381059609000017
RER B 3,Aéroport Charles de Gaulle 1,2,,aeroport charles de gaulle 1,aeroport charles de gaulle 1,RER B,0.34867844010000015
RER B 3,Parc des Expositions,3,,parc des expositions,parc des expositions,RER B,0.38742048900000015
RER B 3,Villepinte,4,,villepinte,villepinte,RER B,0.43046721000000016
RER B 3,Sevran Beaudottes,5,,sevran beaudottes,sevran beaudottes,RER B,0.47829690000000014
RER B 3,Aulnay-sous-Bois,6,,aulnay sous bois,aulnay sous bois,RER B,0.5314410000000002
RER B 3,Le Blanc-Mesnil,7,,le blanc mesnil,le blanc mesnil,RER B,0.5904900000000002
RER B 3,Drancy,8,,drancy,drancy,RER B,0.6561000000000001
RER B 3,Le Bourget,9,,le bourget,le bourget,RER B,0.7290000000000001
RER B 3,La Courneuve - Aubervilliers,10,,la courneuve aubervilliers,la courneuve aubervilliers,RER B,0.81
RER B 3,La Plaine - Stade de France,11,,la plaine stade de france,la plaine stade de france,RER B,0.9
RER B 3,Gare du Nord,12,"RER D, RER E, Métro 2, Métro 4, Métro 5",gare du nord,gare du nord,RER B,1.0
RER B 3,Châtelet - Les Halles,13,"RER A, RER D, Métro 1, Métro 4, Métro 7, Métro 11, Métro 14",chatelet les halles,chatelet,RER B,0.95
RER B 3,Saint-Michel - Notre-Dame,14,"RER C, Métro 10",saint michel notre dame,saint michel,RER B,0.5850000000000001
RER B 3,Luxembourg,15,,luxembourg,jardin du luxembourg,RER B,0.5265000000000001
RER B 3,Port-Royal,16,,port royal,port royal,RER B,0.4738500000000001
RER B 3,Denfert-Rochereau,17,"Métro 4, Métro 6",denfert rochereau,denfert rochereau,RER B,0.5850000000000001
RER B 3,Cité Universitaire,18,,cite universitaire,cite universitaire,RER B,0.5265000000000001
RER B 3,Gentilly,19,,gentilly,gentilly,RER B,0.4738500000000001
RER B 3,Laplace,20,,laplace,laplace,RER B,0.4264650000000001
RER B 3,Arcueil - Cachan,21,,arcueil cachan,arcueil cachan,RER B,0.3838185000000001
RER B 3,Bagneux,22,,bagneux,bagneux,RER B,0.3454366500000001
RER B 3,Bourg-la-Reine,23,,bourg la reine,bourg la reine,RER B,0.3108929850000001
RER B 3,Parc de Sceaux,24,,parc de sceaux,sceaux,RER B,0.2798036865000001
RER B 3,La Croix de Berny,25,,la croix de berny,la croix de berny,RER B,0.2518233178500001
RER B 3,Antony,26,,antony,antony,RER B,0.2266409860650001
RER B 3,Fontaine Michalon,27,,fontaine michalon,fontaine michalon,RER B,0.2039768874585001
RER B 3,Les Baconnets,28,,les baconnets,les baconnets,RER B,0.18357919871265008
RER B 3,Massy - Verrières,29,RER C,massy verrieres,massy verrieres,RER B,0.54
RER B 3,Massy - Palaiseau,30,RER C,massy palaiseau,massy,RER B,0.6
RER B 3,Palaiseau,31,,palaiseau,palaiseau,RER B,0.54
RER B 3,Palaiseau - Villebon,32,,palaiseau villebon,palaiseau villebon,RER B,0.48600000000000004
RER B 3,Lozère,33,,lozere,lozere,RER B,0.43740000000000007
RER B 3,Le Guichet,34,,le guichet,le guichet,RER B,0.39366000000000007
RER B 3,Orsay-Ville,35,,orsay ville,orsay ville,RER B,0.35429400000000005
RER B 3,Bures-sur-Yvette,36,,bures sur yvette,bures sur yvette,RER B,0.31886460000000005
RER B 3,La Hacquinière,37,,la hacquiniere,la hacquiniere,RER B,0.28697814000000005
RER B 3,Gif-sur-Yvette,38,,gif sur yvette,gif sur yvette,RER B,0.25828032600000006
RER B 3,Courcelle-sur-Yvette,39,,courcelle sur yvette,courcelle sur yvette,RER B,0.23245229340000007
RER B 3,Saint-Rémy-lès-Chevreuse,40,,saint remy les chevreuse,saint remy les chevreuse,RER B,0.20920706406000006
RER B 4,Mitry - Claye,1,,mitry claye,mitry claye,RER B,0.34867844010000015
RER B 4,Villeparisis - Mitry-le-Neuf,2,,villeparisis mitry le neuf,villeparisis mitry le neuf,RER B,0.38742048900000015
RER B 4,Vert-Galant,3,,vert galant,vert galant,RER B,0.43046721000000016
RER B 4,Sevran - Livry,4,,sevran livry,sevran livry,RER B,0.47829690000000014
RER B 4,Aulnay-sous-Bois,5,,aulnay sous bois,aulnay sous bois,RER B,0.5314410000000002
RER B 4,Le Blanc-Mesnil,6,,le blanc mesnil,le blanc mesnil,RER B,0.5904900000000002
RER B 4,Drancy,7,,drancy,drancy,RER B,0.6561000000000001
RER B 4,Le Bourget,8,,le bourget,le bourget,RER B,0.7290000000000001
RER B 4,La Courneuve - Aubervilliers,9,,la courneuve aubervilliers,la courneuve aubervilliers,RER B,0.81
RER B 4,La Plaine - Stade de France,10,,la plaine stade de france,la plaine stade de france,RER B,0.9
RER B 4,Gare du Nord,11,"RER D, RER E, Métro 2, Métro 4, Métro 5",gare du nord,gare du nord,RER B,1.0
RER B 4,Châtelet - Les Halles,12,"RER A, RER D, Métro 1, Métro 4, Métro 7, Métro 11, Métro 14",chatelet les halles,chatelet,RER B,0.95
RER B 4,Saint-Michel - Notre-Dame,13,"RER C, Métro 10",saint michel notre dame,saint michel,RER B,0.5850000000000001
RER B 4,Luxembourg,14,,luxembourg,jardin du luxembourg,RER B,0.5265000000000001
RER B 4,Port-Royal,15,,port royal,port royal,RER B,0.4738500000000001
RER B 4,Denfert-Rochereau,16,"Métro 4, Métro 6",denfert rochereau,denfert rochereau,RER B,0.5850000000000001
RER B 4,Cité Universitaire,17,,cite universitaire,cite universitaire,RER B,0.5265000000000001
RER B 4,Gentilly,18,,gentilly,gentilly,RER B,0.4738500000000001
RER B 4,Laplace,19,,laplace,laplace,RER B,0.4264650000000001
RER B 4,Arcueil - Cachan,20,,arcueil cachan,arcueil cachan,RER B,0.3838185000000001
RER B 4,Bagneux,21,,bagneux,bagneux,RER B,0.3454366500000001
RER B 4,Bourg-la-Reine,22,,bourg la reine,bourg la reine,RER B,0.3108929850000001
RER B 4,Parc de Sceaux,23,,parc de sceaux,sceaux,RER B,0.2798036865000001
RER B 4,La Croix de Berny,24,,la croix de berny,la croix de berny,RER B,0.2518233178500001
RER B 4,Antony,25,,antony,antony,RER B,0.2266409860650001
RER B 4,Fontaine Michalon,26,,fontaine michalon,fontaine michalon,RER B,0.2039768874585001
RER B 4,Les Baconnets,27,,les baconnets,les baconnets,RER B,0.18357919871265008
RER B 4,Massy - Verrières,28,RER C,massy verrieres,massy verrieres,RER B,0.54
RER B 4,Massy - Palaiseau,29,RER C,massy palaiseau,massy,RER B,0.6
RER B 4,Palaiseau,30,,palaiseau,palaiseau,RER B,0.54
RER B 4,Palaiseau - Villebon,31,,palaiseau villebon,palaiseau villebon,RER B,0.48600000000000004
RER B 4,Lozère,32,,lozere,lozere,RER B,0.43740000000000007
RER B 4,Le Guichet,33,,le guichet,le guichet,RER B,0.39366000000000007
RER B 4,Orsay-Ville,34,,orsay ville,orsay ville,RER B,0.35429400000000005
RER B 4,Bures-sur-Yvette,35,,bures sur yvette,bures sur yvette,RER B,0.31886460000000005
RER B 4,La Hacquinière,36,,la hacquiniere,la hacquiniere,RER B,0.28697814000000005
RER B 4,Gif-sur-Yvette,37,,gif sur yvette,gif sur yvette,RER B,0.25828032600000006
RER B 4,Courcelle-sur-Yvette,38,,courcelle sur yvette,courcelle sur yvette,RER B,0.23245229340000007
RER B 4,Saint-Rémy-lès-Chevreuse,39,,saint remy les chevreuse,saint remy les chevreuse,RER B,0.20920706406000006
RER C 1,Pontoise,1,,pontoise,pontoise,RER C,0.15
RER C 1,Saint-Ouen l’Aumône,2,,saint ouen l'aumone,saint ouen l'aumone,RER C,0.15
